Variable xr: a, t, e 
128,10,15,8 
129,1,16,8 
129,2,16,8 
129,3,16,8 
129,4,16,8 
129,5,16,8 
129,6,16,8 
129,7,16,8 
129,8,16,8 
129,9,16,8 
129,10,16,8 
127,1,17,8 
127,2,17,8 
127,3,17,8 
127,4,17,8 
127,5,17,8 
127,6,17,8 
127,7,17,8 
127,8,17,8 
127,9,17,8 
127,10,17,8 
128,1,18,8 
128,2,18,8 
128,3,18,8 
128,4,18,8 
128,5,18,8 
128,6,18,8 
128,7,18,8 
128,8,18,8 
128,9,18,8 
128,10,18,8 
129,1,19,8 
129,2,19,8 
129,3,19,8 
129,4,19,8 
129,5,19,8 
129,6,19,8 
129,7,19,8 
129,8,19,8 
129,9,19,8 
129,10,19,8 
129,1,20,8 
129,2,20,8 
129,3,20,8 
129,4,20,8 
129,5,20,8 
129,6,20,8 
129,7,20,8 
129,8,20,8 
129,9,20,8 
129,10,20,8 
132,1,1,9 
132,2,1,9 
132,3,1,9 
132,4,1,9 
132,5,1,9 
132,6,1,9 
132,7,1,9 
132,8,1,9 
132,9,1,9 
132,10,1,9 
0,1,2,9 
0,2,2,9 
0,3,2,9 
0,4,2,9 
0,5,2,9 
0,6,2,9 
0,7,2,9 
0,8,2,9 
0,9,2,9 
0,10,2,9 
130,1,3,9 
130,2,3,9 
130,3,3,9 
130,4,3,9 
130,5,3,9 
130,6,3,9 
130,7,3,9 
130,8,3,9 
130,9,3,9 
130,10,3,9 
127,1,4,9 
127,2,4,9 
127,3,4,9 
127,4,4,9 
127,5,4,9 
127,6,4,9 
127,7,4,9 
127,8,4,9 
127,9,4,9 
127,10,4,9 
128,1,5,9 
128,2,5,9 
128,3,5,9 
128,4,5,9 
128,5,5,9 
128,6,5,9 
128,7,5,9 
128,8,5,9 
128,9,5,9 
128,10,5,9 
128,1,6,9 
128,2,6,9 
128,3,6,9 
128,4,6,9 
128,5,6,9 
128,6,6,9 
128,7,6,9 
128,8,6,9 
128,9,6,9 
128,10,6,9 
131,1,7,9 
131,2,7,9 
131,3,7,9 
131,4,7,9 
131,5,7,9 
131,6,7,9 
131,7,7,9 
131,8,7,9 
131,9,7,9 
131,10,7,9 
131,1,8,9 
131,2,8,9 
131,3,8,9 
131,4,8,9 
131,5,8,9 
131,6,8,9 
131,7,8,9 
131,8,8,9 
131,9,8,9 
131,10,8,9 
129,1,9,9 
129,2,9,9 
129,3,9,9 
129,4,9,9 
129,5,9,9 
129,6,9,9 
129,7,9,9 
129,8,9,9 
129,9,9,9 
129,10,9,9 
128,1,10,9 
128,2,10,9 
128,3,10,9 
128,4,10,9 
128,5,10,9 
128,6,10,9 
128,7,10,9 
128,8,10,9 
128,9,10,9 
128,10,10,9 
133,1,11,9 
133,2,11,9 
133,3,11,9 
133,4,11,9 
133,5,11,9 
133,6,11,9 
133,7,11,9 
133,8,11,9 
133,9,11,9 
133,10,11,9 
133,1,12,9 
133,2,12,9 
133,3,12,9 
133,4,12,9 
133,5,12,9 
133,6,12,9 
133,7,12,9 
133,8,12,9 
133,9,12,9 
133,10,12,9 
130,1,13,9 
130,2,13,9 
130,3,13,9 
130,4,13,9 
130,5,13,9 
130,6,13,9 
130,7,13,9 
130,8,13,9 
130,9,13,9 
130,10,13,9 
132,1,14,9 
132,2,14,9 
132,3,14,9 
132,4,14,9 
132,5,14,9 
132,6,14,9 
132,7,14,9 
132,8,14,9 
132,9,14,9 
132,10,14,9 
125,1,15,9 
125,2,15,9 
125,3,15,9 
125,4,15,9 
125,5,15,9 
125,6,15,9 
125,7,15,9 
125,8,15,9 
125,9,15,9 
125,10,15,9 
127,1,16,9 
127,2,16,9 
127,3,16,9 
127,4,16,9 
127,5,16,9 
127,6,16,9 
127,7,16,9 
127,8,16,9 
127,9,16,9 
127,10,16,9 
130,1,17,9 
130,2,17,9 
130,3,17,9 
130,4,17,9 
130,5,17,9 
130,6,17,9 
130,7,17,9 
130,8,17,9 
130,9,17,9 
130,10,17,9 
132,1,18,9 
132,2,18,9 
132,3,18,9 
132,4,18,9 
132,5,18,9 
132,6,18,9 
132,7,18,9 
132,8,18,9 
132,9,18,9 
132,10,18,9 
133,1,19,9 
133,2,19,9 
133,3,19,9 
133,4,19,9 
133,5,19,9 
133,6,19,9 
133,7,19,9 
133,8,19,9 
133,9,19,9 
133,10,19,9 
124,1,20,9 
124,2,20,9 
124,3,20,9 
124,4,20,9 
124,5,20,9 
124,6,20,9 
124,7,20,9 
124,8,20,9 
124,9,20,9 
124,10,20,9 
129,1,1,10 
129,2,1,10 
129,3,1,10 
129,4,1,10 
129,5,1,10 
129,6,1,10 
129,7,1,10 
129,8,1,10 
129,9,1,10 
129,10,1,10 
0,1,2,10 
0,2,2,10 
0,3,2,10 
0,4,2,10 
0,5,2,10 
0,6,2,10 
0,7,2,10 
0,8,2,10 
0,9,2,10 
0,10,2,10 
131,1,3,10 
131,2,3,10 
131,3,3,10 
131,4,3,10 
131,5,3,10 
131,6,3,10 
131,7,3,10 
131,8,3,10 
131,9,3,10 
131,10,3,10 
132,1,4,10 
132,2,4,10 
132,3,4,10 
132,4,4,10 
132,5,4,10 
132,6,4,10 
132,7,4,10 
132,8,4,10 
132,9,4,10 
132,10,4,10 
132,1,5,10 
132,2,5,10 
132,3,5,10 
132,4,5,10 
132,5,5,10 
132,6,5,10 
132,7,5,10 
132,8,5,10 
132,9,5,10 
132,10,5,10 
128,1,6,10 
128,2,6,10 
128,3,6,10 
128,4,6,10 
128,5,6,10 
128,6,6,10 
128,7,6,10 
128,8,6,10 
128,9,6,10 
128,10,6,10 
131,1,7,10 
131,2,7,10 
131,3,7,10 
131,4,7,10 
131,5,7,10 
131,6,7,10 
131,7,7,10 
131,8,7,10 
131,9,7,10 
131,10,7,10 
130,1,8,10 
130,2,8,10 
130,3,8,10 
130,4,8,10 
130,5,8,10 
130,6,8,10 
130,7,8,10 
130,8,8,10 
130,9,8,10 
130,10,8,10 
129,1,9,10 
129,2,9,10 
129,3,9,10 
129,4,9,10 
129,5,9,10 
129,6,9,10 
129,7,9,10 
129,8,9,10 
129,9,9,10 
129,10,9,10 
132,1,10,10 
132,2,10,10 
132,3,10,10 
132,4,10,10 
132,5,10,10 
132,6,10,10 
132,7,10,10 
132,8,10,10 
132,9,10,10 
132,10,10,10 
134,1,11,10 
134,2,11,10 
134,3,11,10 
134,4,11,10 
134,5,11,10 
134,6,11,10 
134,7,11,10 
134,8,11,10 
134,9,11,10 
134,10,11,10 
129,1,12,10 
129,2,12,10 
129,3,12,10 
129,4,12,10 
129,5,12,10 
129,6,12,10 
129,7,12,10 
129,8,12,10 
129,9,12,10 
129,10,12,10 
126,1,13,10 
126,2,13,10 
126,3,13,10 
126,4,13,10 
126,5,13,10 
126,6,13,10 
126,7,13,10 
126,8,13,10 
126,9,13,10 
126,10,13,10 
126,1,14,10 
126,2,14,10 
126,3,14,10 
126,4,14,10 
126,5,14,10 
126,6,14,10 
126,7,14,10 
126,8,14,10 
126,9,14,10 
126,10,14,10 
131,1,15,10 
131,2,15,10 
131,3,15,10 
131,4,15,10 
131,5,15,10 
131,6,15,10 
131,7,15,10 
131,8,15,10 
131,9,15,10 
131,10,15,10 
130,1,16,10 
130,2,16,10 
130,3,16,10 
130,4,16,10 
130,5,16,10 
130,6,16,10 
130,7,16,10 
130,8,16,10 
130,9,16,10 
130,10,16,10 
129,1,17,10 
129,2,17,10 
129,3,17,10 
129,4,17,10 
129,5,17,10 
129,6,17,10 
129,7,17,10 
129,8,17,10 
129,9,17,10 
129,10,17,10 
127,1,18,10 
127,2,18,10 
127,3,18,10 
127,4,18,10 
127,5,18,10 
127,6,18,10 
127,7,18,10 
127,8,18,10 
127,9,18,10 
127,10,18,10 
133,1,19,10 
133,2,19,10 
133,3,19,10 
133,4,19,10 
133,5,19,10 
133,6,19,10 
133,7,19,10 
133,8,19,10 
133,9,19,10 
133,10,19,10 
131,1,20,10 
131,2,20,10 
131,3,20,10 
131,4,20,10 
131,5,20,10 
131,6,20,10 
131,7,20,10 
131,8,20,10 
131,9,20,10 
131,10,20,10 
129,1,1,11 
129,2,1,11 
129,3,1,11 
129,4,1,11 
129,5,1,11 
129,6,1,11 
129,7,1,11 
129,8,1,11 
129,9,1,11 
129,10,1,11 
0,1,2,11 
0,2,2,11 
0,3,2,11 
0,4,2,11 
0,5,2,11 
0,6,2,11 
0,7,2,11 
0,8,2,11 
0,9,2,11 
0,10,2,11 
129,1,3,11 
129,2,3,11 
129,3,3,11 
129,4,3,11 
129,5,3,11 
129,6,3,11 
129,7,3,11 
129,8,3,11 
129,9,3,11 
129,10,3,11 
126,1,4,11 
126,2,4,11 
126,3,4,11 
126,4,4,11 
126,5,4,11 
126,6,4,11 
126,7,4,11 
126,8,4,11 
126,9,4,11 
126,10,4,11 
126,1,5,11 
126,2,5,11 
126,3,5,11 
126,4,5,11 
126,5,5,11 
126,6,5,11 
126,7,5,11 
126,8,5,11 
126,9,5,11 
126,10,5,11 
133,1,6,11 
133,2,6,11 
133,3,6,11 
133,4,6,11 
133,5,6,11 
133,6,6,11 
133,7,6,11 
133,8,6,11 
133,9,6,11 
133,10,6,11 
130,1,7,11 
130,2,7,11 
130,3,7,11 
130,4,7,11 
130,5,7,11 
130,6,7,11 
130,7,7,11 
130,8,7,11 
130,9,7,11 
130,10,7,11 
124,1,8,11 
124,2,8,11 
124,3,8,11 
124,4,8,11 
124,5,8,11 
124,6,8,11 
124,7,8,11 
124,8,8,11 
124,9,8,11 
124,10,8,11 
133,1,9,11 
133,2,9,11 
133,3,9,11 
133,4,9,11 
133,5,9,11 
133,6,9,11 
133,7,9,11 
133,8,9,11 
133,9,9,11 
133,10,9,11 
129,1,10,11 
129,2,10,11 
129,3,10,11 
129,4,10,11 
129,5,10,11 
129,6,10,11 
129,7,10,11 
129,8,10,11 
129,9,10,11 
129,10,10,11 
125,1,11,11 
125,2,11,11 
125,3,11,11 
125,4,11,11 
125,5,11,11 
125,6,11,11 
125,7,11,11 
125,8,11,11 
125,9,11,11 
125,10,11,11 
127,1,12,11 
127,2,12,11 
127,3,12,11 
127,4,12,11 
127,5,12,11 
127,6,12,11 
127,7,12,11 
127,8,12,11 
127,9,12,11 
127,10,12,11 
130,1,13,11 
130,2,13,11 
130,3,13,11 
130,4,13,11 
130,5,13,11 
130,6,13,11 
130,7,13,11 
130,8,13,11 
130,9,13,11 
130,10,13,11 
128,1,14,11 
128,2,14,11 
128,3,14,11 
128,4,14,11 
128,5,14,11 
128,6,14,11 
128,7,14,11 
128,8,14,11 
128,9,14,11 
128,10,14,11 
129,1,15,11 
129,2,15,11 
129,3,15,11 
129,4,15,11 
129,5,15,11 
129,6,15,11 
129,7,15,11 
129,8,15,11 
129,9,15,11 
129,10,15,11 
128,1,16,11 
128,2,16,11 
128,3,16,11 
128,4,16,11 
128,5,16,11 
128,6,16,11 
128,7,16,11 
128,8,16,11 
128,9,16,11 
128,10,16,11 
126,1,17,11 
126,2,17,11 
126,3,17,11 
126,4,17,11 
126,5,17,11 
126,6,17,11 
126,7,17,11 
126,8,17,11 
126,9,17,11 
126,10,17,11 
129,1,18,11 
129,2,18,11 
129,3,18,11 
129,4,18,11 
129,5,18,11 
129,6,18,11 
129,7,18,11 
129,8,18,11 
129,9,18,11 
129,10,18,11 
129,1,19,11 
129,2,19,11 
129,3,19,11 
129,4,19,11 
129,5,19,11 
129,6,19,11 
129,7,19,11 
129,8,19,11 
129,9,19,11 
129,10,19,11 
130,1,20,11 
130,2,20,11 
130,3,20,11 
130,4,20,11 
130,5,20,11 
130,6,20,11 
130,7,20,11 
130,8,20,11 
130,9,20,11 
130,10,20,11 
133,1,1,12 
133,2,1,12 
133,3,1,12 
133,4,1,12 
133,5,1,12 
133,6,1,12 
133,7,1,12 
133,8,1,12 
133,9,1,12 
133,10,1,12 
0,1,2,12 
0,2,2,12 
0,3,2,12 
0,4,2,12 
0,5,2,12 
0,6,2,12 
0,7,2,12 
0,8,2,12 
0,9,2,12 
0,10,2,12 
135,1,3,12 
135,2,3,12 
135,3,3,12 
135,4,3,12 
135,5,3,12 
135,6,3,12 
135,7,3,12 
135,8,3,12 
135,9,3,12 
135,10,3,12 
130,1,4,12 
130,2,4,12 
130,3,4,12 
130,4,4,12 
130,5,4,12 
130,6,4,12 
130,7,4,12 
130,8,4,12 
130,9,4,12 
130,10,4,12 
129,1,5,12 
129,2,5,12 
129,3,5,12 
129,4,5,12 
129,5,5,12 
129,6,5,12 
129,7,5,12 
129,8,5,12 
129,9,5,12 
129,10,5,12 
127,1,6,12 
127,2,6,12 
127,3,6,12 
127,4,6,12 
127,5,6,12 
127,6,6,12 
127,7,6,12 
127,8,6,12 
127,9,6,12 
127,10,6,12 
130,1,7,12 
130,2,7,12 
130,3,7,12 
130,4,7,12 
130,5,7,12 
130,6,7,12 
130,7,7,12 
130,8,7,12 
130,9,7,12 
130,10,7,12 
131,1,8,12 
131,2,8,12 
131,3,8,12 
131,4,8,12 
131,5,8,12 
131,6,8,12 
131,7,8,12 
131,8,8,12 
131,9,8,12 
131,10,8,12 
131,1,9,12 
131,2,9,12 
131,3,9,12 
131,4,9,12 
131,5,9,12 
131,6,9,12 
131,7,9,12 
131,8,9,12 
131,9,9,12 
131,10,9,12 
126,1,10,12 
126,2,10,12 
126,3,10,12 
126,4,10,12 
126,5,10,12 
126,6,10,12 
126,7,10,12 
126,8,10,12 
126,9,10,12 
126,10,10,12 
133,1,11,12 
133,2,11,12 
133,3,11,12 
133,4,11,12 
133,5,11,12 
133,6,11,12 
133,7,11,12 
133,8,11,12 
133,9,11,12 
133,10,11,12 
132,1,12,12 
132,2,12,12 
132,3,12,12 
132,4,12,12 
132,5,12,12 
132,6,12,12 
132,7,12,12 
132,8,12,12 
132,9,12,12 
132,10,12,12 
125,1,13,12 
125,2,13,12 
125,3,13,12 
125,4,13,12 
125,5,13,12 
125,6,13,12 
125,7,13,12 
125,8,13,12 
125,9,13,12 
125,10,13,12 
136,1,14,12 
136,2,14,12 
136,3,14,12 
136,4,14,12 
136,5,14,12 
136,6,14,12 
136,7,14,12 
136,8,14,12 
136,9,14,12 
136,10,14,12 
130,1,15,12 
130,2,15,12 
130,3,15,12 
130,4,15,12 
130,5,15,12 
130,6,15,12 
130,7,15,12 
130,8,15,12 
130,9,15,12 
130,10,15,12 
136,1,16,12 
136,2,16,12 
136,3,16,12 
136,4,16,12 
136,5,16,12 
136,6,16,12 
136,7,16,12 
136,8,16,12 
136,9,16,12 
136,10,16,12 
132,1,17,12 
132,2,17,12 
132,3,17,12 
132,4,17,12 
132,5,17,12 
132,6,17,12 
132,7,17,12 
132,8,17,12 
132,9,17,12 
132,10,17,12 
135,1,18,12 
135,2,18,12 
135,3,18,12 
135,4,18,12 
135,5,18,12 
135,6,18,12 
135,7,18,12 
135,8,18,12 
135,9,18,12 
135,10,18,12 
135,1,19,12 
135,2,19,12 
135,3,19,12 
135,4,19,12 
135,5,19,12 
135,6,19,12 
135,7,19,12 
135,8,19,12 
135,9,19,12 
135,10,19,12 
134,1,20,12 
134,2,20,12 
134,3,20,12 
134,4,20,12 
134,5,20,12 
134,6,20,12 
134,7,20,12 
134,8,20,12 
134,9,20,12 
134,10,20,12 
131,1,1,13 
131,2,1,13 
131,3,1,13 
131,4,1,13 
131,5,1,13 
131,6,1,13 
131,7,1,13 
131,8,1,13 
131,9,1,13 
131,10,1,13 
0,1,2,13 
0,2,2,13 
0,3,2,13 
0,4,2,13 
0,5,2,13 
0,6,2,13 
0,7,2,13 
0,8,2,13 
0,9,2,13 
0,10,2,13 
129,1,3,13 
129,2,3,13 
129,3,3,13 
129,4,3,13 
129,5,3,13 
129,6,3,13 
129,7,3,13 
129,8,3,13 
129,9,3,13 
129,10,3,13 
126,1,4,13 
126,2,4,13 
126,3,4,13 
126,4,4,13 
126,5,4,13 
126,6,4,13 
126,7,4,13 
126,8,4,13 
126,9,4,13 
126,10,4,13 
131,1,5,13 
131,2,5,13 
131,3,5,13 
131,4,5,13 
131,5,5,13 
131,6,5,13 
131,7,5,13 
131,8,5,13 
131,9,5,13 
131,10,5,13 
131,1,6,13 
131,2,6,13 
131,3,6,13 
131,4,6,13 
131,5,6,13 
131,6,6,13 
131,7,6,13 
131,8,6,13 
131,9,6,13 
131,10,6,13 
128,1,7,13 
128,2,7,13 
128,3,7,13 
128,4,7,13 
128,5,7,13 
128,6,7,13 
128,7,7,13 
128,8,7,13 
128,9,7,13 
128,10,7,13 
126,1,8,13 
126,2,8,13 
126,3,8,13 
126,4,8,13 
126,5,8,13 
126,6,8,13 
126,7,8,13 
126,8,8,13 
126,9,8,13 
126,10,8,13 
129,1,9,13 
129,2,9,13 
129,3,9,13 
129,4,9,13 
129,5,9,13 
129,6,9,13 
129,7,9,13 
129,8,9,13 
129,9,9,13 
129,10,9,13 
128,1,10,13 
128,2,10,13 
128,3,10,13 
128,4,10,13 
128,5,10,13 
128,6,10,13 
128,7,10,13 
128,8,10,13 
128,9,10,13 
128,10,10,13 
128,1,11,13 
128,2,11,13 
128,3,11,13 
128,4,11,13 
128,5,11,13 
128,6,11,13 
128,7,11,13 
128,8,11,13 
128,9,11,13 
128,10,11,13 
129,1,12,13 
129,2,12,13 
129,3,12,13 
129,4,12,13 
129,5,12,13 
129,6,12,13 
129,7,12,13 
129,8,12,13 
129,9,12,13 
129,10,12,13 
126,1,13,13 
126,2,13,13 
126,3,13,13 
126,4,13,13 
126,5,13,13 
126,6,13,13 
126,7,13,13 
126,8,13,13 
126,9,13,13 
126,10,13,13 
125,1,14,13 
125,2,14,13 
125,3,14,13 
125,4,14,13 
125,5,14,13 
125,6,14,13 
125,7,14,13 
125,8,14,13 
125,9,14,13 
125,10,14,13 
126,1,15,13 
126,2,15,13 
126,3,15,13 
126,4,15,13 
126,5,15,13 
126,6,15,13 
126,7,15,13 
126,8,15,13 
126,9,15,13 
126,10,15,13 
131,1,16,13 
131,2,16,13 
131,3,16,13 
131,4,16,13 
131,5,16,13 
131,6,16,13 
131,7,16,13 
131,8,16,13 
131,9,16,13 
131,10,16,13 
126,1,17,13 
126,2,17,13 
126,3,17,13 
126,4,17,13 
126,5,17,13 
126,6,17,13 
126,7,17,13 
126,8,17,13 
126,9,17,13 
126,10,17,13 
129,1,18,13 
129,2,18,13 
129,3,18,13 
129,4,18,13 
129,5,18,13 
129,6,18,13 
129,7,18,13 
129,8,18,13 
129,9,18,13 
129,10,18,13 
127,1,19,13 
127,2,19,13 
127,3,19,13 
127,4,19,13 
127,5,19,13 
127,6,19,13 
127,7,19,13 
127,8,19,13 
127,9,19,13 
127,10,19,13 
130,1,20,13 
130,2,20,13 
130,3,20,13 
130,4,20,13 
130,5,20,13 
130,6,20,13 
130,7,20,13 
130,8,20,13 
130,9,20,13 
130,10,20,13 
134,1,1,14 
134,2,1,14 
134,3,1,14 
134,4,1,14 
134,5,1,14 
134,6,1,14 
134,7,1,14 
134,8,1,14 
134,9,1,14 
134,10,1,14 
0,1,2,14 
0,2,2,14 
0,3,2,14 
0,4,2,14 
0,5,2,14 
0,6,2,14 
0,7,2,14 
0,8,2,14 
0,9,2,14 
0,10,2,14 
134,1,3,14 
134,2,3,14 
134,3,3,14 
134,4,3,14 
134,5,3,14 
134,6,3,14 
134,7,3,14 
134,8,3,14 
134,9,3,14 
134,10,3,14 
129,1,4,14 
129,2,4,14 
129,3,4,14 
129,4,4,14 
129,5,4,14 
129,6,4,14 
129,7,4,14 
129,8,4,14 
129,9,4,14 
129,10,4,14 
130,1,5,14 
130,2,5,14 
130,3,5,14 
130,4,5,14 
130,5,5,14 
130,6,5,14 
130,7,5,14 
130,8,5,14 
130,9,5,14 
130,10,5,14 
132,1,6,14 
132,2,6,14 
132,3,6,14 
132,4,6,14 
132,5,6,14 
132,6,6,14 
132,7,6,14 
132,8,6,14 
132,9,6,14 
132,10,6,14 
133,1,7,14 
133,2,7,14 
133,3,7,14 
133,4,7,14 
133,5,7,14 
133,6,7,14 
133,7,7,14 
133,8,7,14 
133,9,7,14 
133,10,7,14 
132,1,8,14 
132,2,8,14 
132,3,8,14 
132,4,8,14 
132,5,8,14 
132,6,8,14 
132,7,8,14 
132,8,8,14 
132,9,8,14 
132,10,8,14 
135,1,9,14 
135,2,9,14 
135,3,9,14 
135,4,9,14 
135,5,9,14 
135,6,9,14 
135,7,9,14 
135,8,9,14 
135,9,9,14 
135,10,9,14 
130,1,10,14 
130,2,10,14 
130,3,10,14 
130,4,10,14 
130,5,10,14 
130,6,10,14 
130,7,10,14 
130,8,10,14 
130,9,10,14 
130,10,10,14 
127,1,11,14 
127,2,11,14 
127,3,11,14 
127,4,11,14 
127,5,11,14 
127,6,11,14 
127,7,11,14 
127,8,11,14 
127,9,11,14 
127,10,11,14 
130,1,12,14 
130,2,12,14 
130,3,12,14 
130,4,12,14 
130,5,12,14 
130,6,12,14 
130,7,12,14 
130,8,12,14 
130,9,12,14 
130,10,12,14 
134,1,13,14 
134,2,13,14 
134,3,13,14 
134,4,13,14 
134,5,13,14 
134,6,13,14 
134,7,13,14 
134,8,13,14 
134,9,13,14 
134,10,13,14 
129,1,14,14 
129,2,14,14 
129,3,14,14 
129,4,14,14 
129,5,14,14 
129,6,14,14 
129,7,14,14 
129,8,14,14 
129,9,14,14 
129,10,14,14 
130,1,15,14 
130,2,15,14 
130,3,15,14 
130,4,15,14 
130,5,15,14 
130,6,15,14 
130,7,15,14 
130,8,15,14 
130,9,15,14 
130,10,15,14 
136,1,16,14 
136,2,16,14 
136,3,16,14 
136,4,16,14 
136,5,16,14 
136,6,16,14 
136,7,16,14 
136,8,16,14 
136,9,16,14 
136,10,16,14 
134,1,17,14 
134,2,17,14 
134,3,17,14 
134,4,17,14 
134,5,17,14 
134,6,17,14 
134,7,17,14 
134,8,17,14 
134,9,17,14 
134,10,17,14 
132,1,18,14 
132,2,18,14 
132,3,18,14 
132,4,18,14 
132,5,18,14 
132,6,18,14 
132,7,18,14 
132,8,18,14 
132,9,18,14 
132,10,18,14 
135,1,19,14 
135,2,19,14 
135,3,19,14 
135,4,19,14 
135,5,19,14 
135,6,19,14 
135,7,19,14 
135,8,19,14 
135,9,19,14 
135,10,19,14 
131,1,20,14 
131,2,20,14 
131,3,20,14 
131,4,20,14 
131,5,20,14 
131,6,20,14 
131,7,20,14 
131,8,20,14 
131,9,20,14 
131,10,20,14 
125,1,1,15 
125,2,1,15 
125,3,1,15 
125,4,1,15 
125,5,1,15 
125,6,1,15 
125,7,1,15 
125,8,1,15 
125,9,1,15 
125,10,1,15 
0,1,2,15 
0,2,2,15 
0,3,2,15 
0,4,2,15 
0,5,2,15 
0,6,2,15 
0,7,2,15 
0,8,2,15 
0,9,2,15 
0,10,2,15 
130,1,3,15 
130,2,3,15 
130,3,3,15 
130,4,3,15 
130,5,3,15 
130,6,3,15 
130,7,3,15 
130,8,3,15 
130,9,3,15 
130,10,3,15 
136,1,4,15 
136,2,4,15 
136,3,4,15 
136,4,4,15 
136,5,4,15 
136,6,4,15 
136,7,4,15 
136,8,4,15 
136,9,4,15 
136,10,4,15 
133,1,5,15 
133,2,5,15 
133,3,5,15 
133,4,5,15 
133,5,5,15 
133,6,5,15 
133,7,5,15 
133,8,5,15 
133,9,5,15 
133,10,5,15 
127,1,6,15 
127,2,6,15 
127,3,6,15 
127,4,6,15 
127,5,6,15 
127,6,6,15 
127,7,6,15 
127,8,6,15 
127,9,6,15 
127,10,6,15 
131,1,7,15 
131,2,7,15 
131,3,7,15 
131,4,7,15 
131,5,7,15 
131,6,7,15 
131,7,7,15 
131,8,7,15 
131,9,7,15 
131,10,7,15 
131,1,8,15 
131,2,8,15 
131,3,8,15 
131,4,8,15 
131,5,8,15 
131,6,8,15 
131,7,8,15 
131,8,8,15 
131,9,8,15 
131,10,8,15 
128,1,9,15 
128,2,9,15 
128,3,9,15 
128,4,9,15 
128,5,9,15 
128,6,9,15 
128,7,9,15 
128,8,9,15 
128,9,9,15 
128,10,9,15 
134,1,10,15 
134,2,10,15 
134,3,10,15 
134,4,10,15 
134,5,10,15 
134,6,10,15 
134,7,10,15 
134,8,10,15 
134,9,10,15 
134,10,10,15 
137,1,11,15 
137,2,11,15 
137,3,11,15 
137,4,11,15 
137,5,11,15 
137,6,11,15 
137,7,11,15 
137,8,11,15 
137,9,11,15 
137,10,11,15 
134,1,12,15 
134,2,12,15 
134,3,12,15 
134,4,12,15 
134,5,12,15 
134,6,12,15 
134,7,12,15 
134,8,12,15 
134,9,12,15 
134,10,12,15 
132,1,13,15 
132,2,13,15 
132,3,13,15 
132,4,13,15 
132,5,13,15 
132,6,13,15 
132,7,13,15 
132,8,13,15 
132,9,13,15 
132,10,13,15 
132,1,14,15 
132,2,14,15 
132,3,14,15 
132,4,14,15 
132,5,14,15 
132,6,14,15 
132,7,14,15 
132,8,14,15 
132,9,14,15 
132,10,14,15 
129,1,15,15 
129,2,15,15 
129,3,15,15 
129,4,15,15 
129,5,15,15 
129,6,15,15 
129,7,15,15 
129,8,15,15 
129,9,15,15 
129,10,15,15 
129,1,16,15 
129,2,16,15 
129,3,16,15 
129,4,16,15 
129,5,16,15 
129,6,16,15 
129,7,16,15 
129,8,16,15 
129,9,16,15 
129,10,16,15 
134,1,17,15 
134,2,17,15 
134,3,17,15 
134,4,17,15 
134,5,17,15 
134,6,17,15 
134,7,17,15 
134,8,17,15 
134,9,17,15 
134,10,17,15 
132,1,18,15 
132,2,18,15 
132,3,18,15 
132,4,18,15 
132,5,18,15 
132,6,18,15 
132,7,18,15 
132,8,18,15 
132,9,18,15 
132,10,18,15 
132,1,19,15 
132,2,19,15 
132,3,19,15 
132,4,19,15 
132,5,19,15 
132,6,19,15 
132,7,19,15 
132,8,19,15 
132,9,19,15 
132,10,19,15 
136,1,20,15 
136,2,20,15 
136,3,20,15 
136,4,20,15 
136,5,20,15 
136,6,20,15 
136,7,20,15 
136,8,20,15 
136,9,20,15 
136,10,20,15 
135,1,1,16 
135,2,1,16 
135,3,1,16 
135,4,1,16 
135,5,1,16 
135,6,1,16 
135,7,1,16 
135,8,1,16 
135,9,1,16 
135,10,1,16 
0,1,2,16 
0,2,2,16 
0,3,2,16 
0,4,2,16 
0,5,2,16 
0,6,2,16 
0,7,2,16 
0,8,2,16 
0,9,2,16 
0,10,2,16 
131,1,3,16 
131,2,3,16 
131,3,3,16 
131,4,3,16 
131,5,3,16 
131,6,3,16 
131,7,3,16 
131,8,3,16 
131,9,3,16 
131,10,3,16 
128,1,4,16 
128,2,4,16 
128,3,4,16 
128,4,4,16 
128,5,4,16 
128,6,4,16 
128,7,4,16 
128,8,4,16 
128,9,4,16 
128,10,4,16 
130,1,5,16 
130,2,5,16 
130,3,5,16 
130,4,5,16 
130,5,5,16 
130,6,5,16 
130,7,5,16 
130,8,5,16 
130,9,5,16 
130,10,5,16 
133,1,6,16 
133,2,6,16 
133,3,6,16 
133,4,6,16 
133,5,6,16 
133,6,6,16 
133,7,6,16 
133,8,6,16 
133,9,6,16 
133,10,6,16 
132,1,7,16 
132,2,7,16 
132,3,7,16 
132,4,7,16 
132,5,7,16 
132,6,7,16 
132,7,7,16 
132,8,7,16 
132,9,7,16 
132,10,7,16 
131,1,8,16 
131,2,8,16 
131,3,8,16 
131,4,8,16 
131,5,8,16 
131,6,8,16 
131,7,8,16 
131,8,8,16 
131,9,8,16 
131,10,8,16 
128,1,9,16 
128,2,9,16 
128,3,9,16 
128,4,9,16 
128,5,9,16 
128,6,9,16 
128,7,9,16 
128,8,9,16 
128,9,9,16 
128,10,9,16 
135,1,10,16 
135,2,10,16 
135,3,10,16 
135,4,10,16 
135,5,10,16 
135,6,10,16 
135,7,10,16 
135,8,10,16 
135,9,10,16 
135,10,10,16 
134,1,11,16 
134,2,11,16 
134,3,11,16 
